"id"	"AGEP"	"CIT"	"COW"	"DDRS"	"INTP"	"LANX"	"MAR"	"MARHT"	"MIG"	"MIL"	"SCHL"	"SEX"	"WAGP"	"WKHP"	"ESR"	"INDP"	"OCCP"	"PINCP"	"RAC1P"
"5320"	53755	82	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	229000	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"Yes, on active duty in the past, but not during the last 12"	"Professional degree beyond a bachelor's degree"	"Male"	0	NA	"Not in labor force"	"ENT-MUSEUMS, ART GALLERIES, HISTORICAL SITES, AND SIMILAR"	"SCI-MISCELLANEOUS SOCIAL SCIENTISTS, INCLUDING SOCIOLOGISTS"	264000	"White alone"
"5321"	53758	29	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	0	NA	"Not in labor force"	"MED-HOSPITALS"	NA	0	"White alone"
"5322"	53769	57	"Born in the U.S."	"Local government employee (city, county, etc.)"	"No"	70	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Male"	29900	40	"Civilian employed, at work"	"EDU-ELEMENTARY AND SECONDARY SCHOOLS"	"CLN-FIRST-LINE SUPERVISORS/MANAGERS OF HOUSEKEEPING AND"	29970	"White alone"
"5323"	53776	71	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Widowed"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"GED or alternative credential"	"Female"	0	NA	"Not in labor force"	NA	NA	13100	"White alone"
"5324"	53777	49	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Some college, but less than 1 year"	"Female"	31000	40	"Civilian employed, at work"	"MFG-MOTOR VEHICLES AND MOTOR VEHICLE EQUIPMENT"	"PRD-MISCELLANEOUS METAL WORKERS AND PLASTIC WORKERS,"	31000	"White alone"
"5325"	53780	16	"U.S. citizen by naturalization"	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	"Grade 10"	"Female"	800	30	"Not in labor force"	"EDU-COLLEGES AND UNIVERSITIES, INCLUDING JUNIOR COLLEGES"	"OFF-DATA ENTRY KEYERS"	800	"Asian alone"
"5326"	53788	51	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Associate's degree"	"Female"	34200	40	"Civilian employed, at work"	"MED-OFFICES OF PHYSICIANS"	"MED-CLINICAL LABORATORY TECHNOLOGISTS AND TECHNICIANS"	34200	"White alone"
"5327"	53809	19	"Born in the U.S."	NA	"No"	0	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 9"	"Female"	0	NA	"Not in labor force"	NA	NA	0	"Black or African American alone"
"5328"	53820	55	"Born in the U.S."	"Self-employed in own not incorporated"	"No"	0	"No, speaks only English"	"Divorced"	"One time"	"Yes, same house (nonmovers)"	"Yes, on active duty in the past, but not during the last 12"	"Regular high school diploma"	"Male"	2000	25	"Civilian employed, at work"	NA	"CON-FIRST-LINE SUPERVISORS/MANAGERS OF CONSTRUCTION TRADES"	4000	"White alone"
"5329"	53824	12	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"5330"	53828	35	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	52000	40	"Civilian employed, at work"	"RET-DEPARTMENT AND DISCOUNT STORES"	"SAL-FIRST-LINE SUPERVISORS/MANAGERS OF RETAIL SALES WORKERS"	52000	"White alone"
"5331"	53864	61	"Born in the U.S."	NA	"No"	4000	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"Yes, on active duty in the past, but not during the last 12"	"Master's degree"	"Male"	0	NA	"Not in labor force"	NA	NA	4000	"White alone"
"5332"	53866	33	"U.S. citizen by naturalization"	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Female"	0	NA	"Unemployed"	"MFG-ELECTRONIC COMPONENTS AND PRODUCTS, N.E.C."	"ENG-ELECTRICAL AND ELECTRONICS ENGINEERS"	0	"Asian alone"
"5333"	53875	48	"Not a citizen of the U.S."	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 9"	"Male"	62000	40	"Civilian employed, at work"	"FIN-NON-DEPOSITORY CREDIT AND RELATED ACTIVITIES"	NA	62000	"White alone"
"5334"	53892	0	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	NA	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"5335"	53898	68	"U.S. citizen by naturalization"	"Employee of a private for-profit company or"	"No"	200	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Some college, but less than 1 year"	"Male"	0	NA	"Not in labor force"	"INF-TELECOMMUNICATIONS, EXCEPT WIRED TELECOMMUNICATIONS"	"RPR-FIRST-LINE SUPERVISORS/MANAGERS OF MECHANICS,"	62200	"White alone"
"5336"	53899	65	"U.S. citizen by naturalization"	NA	"No"	150	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Associate's degree"	"Female"	0	NA	"Not in labor force"	NA	NA	16350	"White alone"
"5337"	53904	80	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Widowed"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	0	NA	"Not in labor force"	NA	NA	5800	"White alone"
"5338"	53917	2	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"5339"	53919	52	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	800	"No, speaks only English"	"Divorced"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Female"	160000	40	"Civilian employed, at work"	"MED-HOSPITALS"	NA	160800	"White alone"
"5340"	53927	45	"Born in the U.S."	"Self-employed in own not incorporated"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	0	NA	"Not in labor force"	"MFG-MISCELLANEOUS MANUFACTURING, N.E.C."	"PRD-JEWELERS AND PRECIOUS STONE AND METAL WORKERS"	0	"White alone"
"5341"	53929	16	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	"Grade 11"	"Female"	0	NA	"Not in labor force"	NA	NA	0	"White alone"
"5342"	53934	24	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Regular high school diploma"	"Male"	0	NA	"Not in labor force"	"ENT-RESTAURANTS AND OTHER FOOD SERVICES"	"EAT-COOKS"	0	"White alone"
"5343"	53955	10	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"5344"	53968	8	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"5345"	53985	35	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Separated"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Female"	0	NA	"Not in labor force"	NA	NA	22800	"White alone"
"5346"	53986	16	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	"Grade 10"	"Female"	0	NA	"Not in labor force"	NA	NA	0	"White alone"
"5347"	54001	83	"Born in the U.S."	NA	"Yes"	0	"No, speaks only English"	"Widowed"	"Two times"	"No, different house in US or Puerto Rico"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Male"	0	NA	"Not in labor force"	NA	NA	0	"Black or African American alone"
"5348"	54009	14	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	"Grade 7"	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"5349"	54026	11	"Not a citizen of the U.S."	NA	"No"	NA	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"5350"	54027	6	"Not a citizen of the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"5351"	54034	27	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Grade 11"	"Male"	0	NA	"Not in labor force"	"MED-OFFICES OF DENTISTS"	"SAL-SALES AND RELATED WORKERS, ALL OTHER"	0	"Black or African American alone"
"5352"	54035	46	"Born in the U.S."	NA	"No"	0	"Yes, speaks another language"	"Divorced"	"One time"	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Some college, but less than 1 year"	"Female"	0	NA	"Not in labor force"	NA	NA	0	"White alone"
"5353"	54038	40	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Male"	27000	40	"Civilian employed, at work"	"SRV-OTHER PERSONAL SERVICES"	"PRD-PHOTOGRAPHIC PROCESS WORKERS AND PROCESSING MACHINE"	29200	"White alone"
"5354"	54042	63	"U.S. citizen by naturalization"	"Self-employed in own incorporated"	"No"	0	"Yes, speaks another language"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 10"	"Male"	100000	20	"Civilian employed, at work"	"ENT-RESTAURANTS AND OTHER FOOD SERVICES"	"SAL-FIRST-LINE SUPERVISORS/MANAGERS OF RETAIL SALES WORKERS"	100000	"White alone"
"5355"	54054	41	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	4	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"GED or alternative credential"	"Male"	27000	40	"Civilian employed, at work"	"RET-BUILDING MATERIAL AND SUPPLIES DEALERS"	"TRN-INDUSTRIAL TRUCK AND TRACTOR OPERATORS"	28004	"White alone"
"5356"	54057	7	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"Two or more major race groups"
"5357"	54063	18	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	4000	30	"Civilian employed, at work"	"SRV-OTHER PERSONAL SERVICES"	"PRS-NONFARM ANIMAL CARETAKERS"	4000	"White alone"
"5358"	54064	84	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Widowed"	"One time"	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Regular high school diploma"	"Female"	0	NA	"Not in labor force"	NA	NA	9000	"White alone"
"5359"	54065	56	"Born in the U.S."	"Self-employed in own not incorporated"	"No"	10000	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"Yes, on active duty in the past, but not during the last 12"	"Bachelor's degree"	"Male"	0	40	"Civilian employed, at work"	"PRF-MANAGEMENT, SCIENTIFIC, AND TECHNICAL CONSULTING"	NA	90000	"White alone"
"5360"	54086	59	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Divorced"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	49000	40	"Civilian employed, at work"	"ENT-RESTAURANTS AND OTHER FOOD SERVICES"	"EAT-WAITERS AND WAITRESSES"	49000	"White alone"
"5361"	54090	73	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Widowed"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Female"	0	NA	"Not in labor force"	NA	NA	19900	"White alone"
"5362"	54096	36	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Male"	42600	50	"Civilian employed, at work"	"RET-BUILDING MATERIAL AND SUPPLIES DEALERS"	"SAL-RETAIL SALESPERSONS"	42600	"Black or African American alone"
"5363"	54102	17	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 11"	"Male"	3100	10	"Civilian employed, at work"	"RET-NOT SPECIFIED RETAIL TRADE"	"SAL-RETAIL SALESPERSONS"	3100	"White alone"
"5364"	54113	31	"Born in the U.S."	"Local government employee (city, county, etc.)"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Male"	14700	45	"Civilian employed, at work"	"EDU-COLLEGES AND UNIVERSITIES, INCLUDING JUNIOR COLLEGES"	"ENT-ATHLETES, COACHES, UMPIRES, AND RELATED WORKERS"	14700	"White alone"
"5365"	54115	1	"Not a citizen of the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	"No, outside US and Puerto Rico"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"Asian alone"
"5366"	54119	14	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	"Grade 8"	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"5367"	54132	77	"Born in the U.S."	"Self-employed in own not incorporated"	"No"	18600	"No, speaks only English"	"Divorced"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Female"	0	4	"Civilian employed, at work"	"EDU-OTHER SCHOOLS AND INSTRUCTION, AND EDUCATIONAL SUPPORT"	"HLS-MEDICAL ASSISTANTS AND OTHER HEALTHCARE SUPPORT"	37800	"White alone"
"5368"	54138	10	"Born in the U.S."	NA	"No"	NA	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"Asian alone"
"5369"	54139	5	"Born in the U.S."	NA	"No"	NA	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"Asian alone"
"5370"	54140	86	"Born in the U.S."	NA	"No"	0	"Yes, speaks another language"	"Widowed"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	NA	"Female"	0	NA	"Not in labor force"	NA	NA	18600	"White alone"
"5371"	54152	8	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"5372"	54169	57	"Born abroad of American parent(s)"	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	6000	20	"Civilian employed, at work"	"FIN-BANKING AND RELATED ACTIVITIES"	"OFF-TELLERS"	6000	"White alone"
"5373"	54171	77	"Born in Puerto Rico, Guam, the U.S. Virgin Islands,"	NA	"No"	0	"Yes, speaks another language"	"Divorced"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 9"	"Male"	0	NA	"Not in labor force"	NA	NA	8400	"White alone"
"5374"	54224	17	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 11"	"Female"	4900	25	"Unemployed"	"EDU-ELEMENTARY AND SECONDARY SCHOOLS"	"OFF-OFFICE CLERKS, GENERAL"	4900	"Black or African American alone"
"5375"	54229	86	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Widowed"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	0	NA	"Not in labor force"	NA	NA	22600	"White alone"
"5376"	54248	23	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	30	"No, speaks only English"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Bachelor's degree"	"Male"	9200	20	"Civilian employed, at work"	"MFG-FURNITURE AND RELATED PRODUCTS"	"ENG-DRAFTERS"	9570	"White alone"
"5377"	54250	53	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 11"	"Female"	14400	40	"Civilian employed, at work"	"MED-OFFICES OF PHYSICIANS"	"OFF-RECEPTIONISTS AND INFORMATION CLERKS"	14400	"White alone"
"5378"	54253	18	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"GED or alternative credential"	"Male"	1400	6	"Civilian employed, at work"	"ENT-RESTAURANTS AND OTHER FOOD SERVICES"	"EAT-COOKS"	1400	"White alone"
"5379"	54258	1	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"5380"	54264	31	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Male"	14400	24	"Civilian employed, at work"	"MED-OUTPATIENT CARE CENTERS"	"CMS-COUNSELORS"	14400	"White alone"
